App,Genres,Content Rating,Required Version,Last Updated,Current Version,Price($),Rating,Reviews,Size(kb)
TMZ,"News, Entertainment",12+,15.1,2025-09-09,5.26.0,0.0,4.84279,199933,79439.0
Chess - Play & Learn Online,"Games, Strategy, Board, Entertainment",4+,16.0,2025-09-22,4.9.16,0.0,4.81322,635517,301048.0
Plex: Watch Live TV and Movies,"Entertainment, Photo & Video",12+,16.0,2025-09-17,2025.25.0,0.0,4.61761,134240,90233.0
IMDb: Movies & TV Shows,"Entertainment, Lifestyle",12+,17.0,2025-09-12,15.13.1,0.0,4.79248,540838,129509.0
"Sling: Live TV, Sports & News","Entertainment, News",12+,16.1,2025-09-18,9.8.0,0.0,4.60306,225559,110173.0
IGN Entertainment,"Entertainment, News",12+,15.1,2025-09-15,6.5.42,0.0,4.36142,19728,70394.0
Entertainment® Coupons,"Shopping, Lifestyle",4+,15.6,2025-06-27,5.3.1,0.0,4.25179,1950,15953.0
VidAngel,Entertainment,12+,16.0,2025-09-26,6.7.155,0.0,3.51146,1222,53275.0
MGM+,Entertainment,17+,16.0,2025-09-17,222.0,0.0,4.8369,74075,89395.0
aha - 100% Local Entertainment,Entertainment,12+,12.4,2025-09-10,3.21,0.0,4.38134,27283,140948.0
BookMyShow | Movies & Events,Entertainment,4+,15.0,2025-09-16,6.1.6,0.0,4.78228,11938,107066.0
Angry Birds Friends,"Games, Casual, Puzzle, Entertainment",4+,13.0,2025-09-11,13.5.1,0.0,4.63229,125296,236287.0
AMC Theatres: Movies & More,"Entertainment, Lifestyle",4+,15.0,2025-09-09,7.0.114,0.0,4.83601,1146415,114346.0
Gishort - Short Dramas & Reels,Entertainment,17+,15.6,2025-09-24,2.2.2,0.0,4.0,4,61671.0
WWE,"Entertainment, Sports",12+,13.0,2025-07-21,54.27.1,0.0,3.73044,5457,75498.0
Angry Birds Blast,"Games, Puzzle, Casual",12+,12.0,2025-09-24,2.8.4,0.0,4.62073,34052,631133.0
Kanopy,"Entertainment, Education",4+,13.0,2025-09-16,6.12,0.0,4.7926,131786,106678.0
The Lord of the Rings: War,"Games, Simulation, Strategy",12+,11.0,2025-08-06,3.0.1059993,0.0,4.33284,18324,2053677.0
Main Event Entertainment,"Entertainment, Food & Drink",12+,16.0,2025-08-04,2.7.7,0.0,4.73906,7335,257254.0
Fandango at Home,"Entertainment, Photo & Video",12+,17.0,2025-08-26,10.3,0.0,4.73148,289561,62543.0
CoCalm,"Entertainment, Music",17+,14.0,2025-03-04,2.12,0.0,4.97203,143,30151.0
The ENTERTAINER,"Lifestyle, Shopping",12+,14.0,2025-08-18,9.10.15,0.0,4.80016,24800,227787.0
NetShort - Popular Dramas & TV,Entertainment,12+,13.0,2025-09-22,1.8.5,0.0,4.60012,62741,125636.0
Disney Heroes: Battle Mode,"Games, Strategy, Role Playing",9+,10.0,2025-09-09,7.4,0.0,4.57763,43933,649372.0
Acorn TV: Brilliant Hit Series,Entertainment,12+,14.0,2025-09-02,4.0.43 (486),0.0,4.67023,22291,82117.0
"Viki: Asian Drama, Movies & TV","Entertainment, Lifestyle",12+,18.0,2025-09-04,25.8.0,0.0,4.77048,455634,74587.0
Shazam: Find Music & Concerts,"Music, Entertainment",12+,16.0,2025-09-16,18.21,0.0,4.89859,8386986,63172.0
JioHotstar,"Entertainment, Sports",12+,15.0,2025-09-22,25.09.15,0.0,4.62479,99765,150845.0
Eventbrite,"Entertainment, Lifestyle",12+,15.0,2025-09-10,10.27.0,0.0,4.89522,1537013,165735.0
Meetup: Social Events & Groups,"Social Networking, Lifestyle",12+,15.0,2025-09-24,2025.9.20,0.0,4.72621,268401,204207.0
Fever: Events & Tickets,"Entertainment, Lifestyle",12+,16.0,2025-09-22,7.199.0,0.0,4.78115,58615,127854.0
Posh – Create & Find Events,"Entertainment, Utilities",17+,15.6,2025-09-18,7.17.0,0.0,4.8957,17018,150502.0
AllEvents - Discover Events,"Entertainment, Travel",12+,13.0,2025-09-20,12.2.37,0.0,4.79755,4253,119486.0
"Ticketmaster－Buy, Sell Tickets","Entertainment, Music",4+,16.6,2025-09-08,268.0,0.0,4.78855,3675223,93226.0
DICE: Live Shows,"Music, Entertainment",12+,16.7,2025-09-08,4.219.0,0.0,4.87697,72388,53787.0
StubHub: Event Tickets,"Entertainment, Sports",4+,15.1,2025-09-26,102.10.0,0.0,4.77918,1321384,90094.0
Groupon - Local Deals Near Me,"Shopping, Food & Drink",12+,15.1,2025-09-18,25.20.0,0.0,4.80295,562297,203989.0
Nextdoor: Neighborhood Network,"News, Social Networking",12+,17.0,2025-09-25,6.165.2,0.0,4.70802,1955671,300028.0
"Locals: Clubs, Events, People","Social Networking, Lifestyle",17+,15.1,2025-09-15,10.2,0.0,4.58685,852,95628.0
Luma: Events & Invites,"Lifestyle, Productivity",4+,16.4,2025-09-20,2.12.2,0.0,4.93839,6851,86161.0
SeatGeek - Buy Event Tickets,"Entertainment, Sports",4+,16.0,2025-09-18,21.1.0,0.0,4.86323,932001,124527.0
Cvent Events,"Business, Productivity",4+,17.0,2025-09-17,1.122.0,0.0,4.84959,22227,63017.0
Gametime - Last Minute Tickets,"Entertainment, Sports",4+,14.0,2025-09-22,2025.25.1,0.0,4.65273,235089,96282.0
Radiate,"Social Networking, Lifestyle",17+,15.6,2025-09-16,27.8,0.0,4.86824,23983,201232.0
Patch - Everything Local,"News, Lifestyle",12+,13.4,2025-03-21,9.0.48,0.0,4.69994,23955,64457.0
OpenTable,"Food & Drink, Travel",17+,16.1,2025-09-22,18.23.0,0.0,4.91668,4959593,127245.0
Vivid Seats | Buy Tickets,"Entertainment, Sports",12+,15.1,2025-09-22,2025.113.0,0.0,4.73528,370673,144269.0
"Yelp: Food, Services & Reviews","Food & Drink, Travel",12+,17.0,2025-09-22,25.38.0,0.0,4.50497,1687192,317236.0
Whova - Event & Conference App,"Business, Social Networking",12+,15.0,2025-09-22,11.6.0,0.0,4.79877,221141,127488.0
AXS Tickets,"Entertainment, Music",4+,14.0,2025-09-11,6.21.2,0.0,4.6653,423183,78348.0
Countdown: Event Countdown,"Productivity, Lifestyle",4+,14.0,2025-06-18,5.17,0.0,4.74598,22518,141167.0
Events by Launchmetrics,"Business, Productivity",4+,13.0,2025-08-22,2.18.2,0.0,3.71429,7,31342.0
RA Guide,"Music, Lifestyle",12+,16.0,2025-09-24,3.0.3,0.0,4.85855,7395,48381.0
Nrby Events,"Entertainment, Lifestyle",12+,13.0,2023-10-08,1.11.0,0.0,4.38462,13,64155.0
Eventurf,Productivity,17+,15.0,2025-09-05,2.7.077,0.0,4.97959,49,124984.0
TodayTix – Broadway Tickets,"Entertainment, Lifestyle",4+,16.4,2025-09-27,2.280.0,0.0,4.83053,39158,80787.0
Meetup for Organizers,"Social Networking, Lifestyle",12+,15.0,2025-09-18,2025.09.16,0.0,4.56574,5522,85693.0
Allianz Life Events,"Business, Productivity",4+,14.0,2022-04-19,1.57,0.0,5.0,2,74463.0
EventSmack,"Entertainment, Travel",12+,12.0,2022-07-27,2.1.9,0.0,5.0,13,71148.0
TickPick: No Fee Tickets,"Entertainment, Sports",4+,15.0,2025-09-23,5.0.45,0.0,4.84913,305783,62060.0
Guidebook,"Business, Travel",12+,16.6,2025-08-11,8.7.3,0.0,4.69433,3687,54361.0
Bandsintown Concerts,"Music, Social Networking",4+,13.0,2025-08-18,9.8.4,0.0,4.71739,47310,101231.0
Evntures - Find Events By You,"Travel, Food & Drink",12+,13.0,2023-06-07,1.43,0.0,4.83333,24,20657.0
Eventbrite Organizer,"Business, Productivity",4+,14.0,2025-09-03,10.28.0,0.0,4.79087,29173,87545.0
IEEE EventHub,"Business, Reference",4+,17.0,2025-03-11,3.0.10,0.0,4.0,4,37252.0
IAB Events,"Business, Education",12+,15.1,2025-04-25,3.2.0,0.0,4.91667,12,33949.0
EventEdge,"Business, Reference",17+,12.0,2023-02-08,4.3,0.0,4.5,2,54100.0
SBE Events,Business,4+,13.0,2025-08-01,6.7,0.0,4.80307,1757,127206.0
talque,"Social Networking, Productivity",4+,15.1,2025-09-08,2.37.3,0.0,4.91837,49,111966.0
Plots - Host & Find Events,"Social Networking, Lifestyle",17+,17.0,2025-08-27,2.1.0,0.0,4.69611,1109,217009.0
Velera Events,"Business, Productivity",17+,17.0,2025-06-27,2.9.0,0.0,5.0,1,60270.0
Nationwide Events,Finance,4+,17.0,2025-09-10,1.21.2,0.0,4.59999,5,59442.0
OneDigital Team Events,Business,4+,16.0,2025-09-15,2.43.0,0.0,5.0,1,49384.0
Sun Events,Business,17+,11.0,2023-05-01,1.5,0.0,4.66667,3,55034.0
Red Bull TV: Watch Live Events,"Entertainment, Sports",12+,17.0,2025-09-25,7.3.2,0.0,4.88208,12670,121803.0
Accupass - Event Platform,"Lifestyle, Entertainment",4+,13.0,2025-09-10,6.7.0,0.0,4.75881,369,60703.0
Eventer - Unforgettable Events,"Photo & Video, Entertainment",12+,14.0,2025-08-20,12.1.1,0.0,4.55556,27,21451.0
Yahoo Finance: Stocks & News,"Finance, News",4+,18.0,2025-09-22,25.18.3,0.0,4.75086,600387,170570.0
Copilot: Track & Budget Money,"Finance, Productivity",4+,15.6,2025-09-25,7.0.4,0.0,4.7624,23687,263440.0
Robinhood: Trading & Investing,"Finance, Utilities",17+,16.0,2025-09-22,2025.38.0,0.0,4.26492,4610293,576669.0
Stocks,"Finance, Utilities",4+,10.0,2025-09-15,2.9.1,0.0,4.56217,644960,4483.0
ChatGPT,"Productivity, Utilities",12+,17.0,2025-09-24,1.2025.261,0.0,4.86573,3855074,117955.0
Rocket Money - Bills & Budgets,"Finance, Productivity",4+,15.1,2025-09-23,10.3.0,0.0,4.47278,265394,107550.0
Fidelity Investments,"Finance, Business",4+,16.0,2025-09-12,4.17,0.0,4.78362,2848735,361733.0
Intuit Credit Karma,"Finance, Productivity",4+,15.0,2025-09-23,25.39,0.0,4.84357,7354259,205981.0
Chime – Mobile Banking,"Finance, Lifestyle",4+,15.1,2025-09-23,5.293.0,0.0,4.81804,1173745,207761.0
NerdWallet: Smart Money App,Finance,4+,15.1,2025-09-23,14.4.0,0.0,4.83242,118897,80292.0
Cash App: Mobile Banking,"Finance, Business",4+,16.0,2025-09-24,5.18.1,0.0,4.79016,7850798,312928.0
Venmo,"Finance, Utilities",4+,14.0,2025-09-24,10.74.1,0.0,4.85479,15451533,539213.0
"SoFi: Bank, Invest & Loans","Finance, Business",12+,15.2,2025-09-19,3.62.0,0.0,4.76004,380863,231457.0
Acorns: Invest For Your Future,"Finance, Productivity",4+,16.6,2025-09-23,4.163.0,0.0,4.7459,930296,293939.0
True Finance: Cash Advance,Finance,4+,15.1,2025-08-10,9.5.0,0.0,4.78185,23704,96004.0
Capital One Mobile,Finance,4+,16.0,2025-09-15,6.31.0,0.0,4.85182,9763777,424090.0
Chase Mobile®: Bank & Invest,"Finance, Productivity",4+,16.0,2025-09-23,4.680,0.0,4.84381,8342224,409807.0
"PayPal - Pay, Send, Save","Finance, Utilities",4+,15.0,2025-09-25,8.93.1,0.0,4.78354,6299407,459939.0
The Wall Street Journal. News,"News, Magazines & Newspapers",12+,16.0,2025-09-10,14.49.0,0.0,4.70747,552111,207982.0
Tilt (formerly Empower),"Finance, Productivity",4+,15.0,2025-09-23,7.14.0,0.0,4.84593,374710,93477.0
"Dave: Credit, Cash & Money App",Finance,4+,15.5,2025-09-22,3.83.0,0.0,4.78528,740222,161824.0
Possible: Fast Cash & Credit,Finance,4+,15.1,2025-09-22,2.3.5,0.0,4.79073,123866,61916.0
MarketWatch - News & Data,"Finance, News",4+,14.0,2025-09-04,7.12.12,0.0,4.68635,227395,169012.0
Poll Pay: Earn Money & Cash,"Lifestyle, Productivity",4+,15.1,2025-09-10,7.1,0.0,4.65008,87506,104063.0
"The Economist - News, Podcasts","News, Magazines & Newspapers",12+,16.0,2025-09-24,4.54.0,0.0,4.86937,159229,93259.0
MoneyLion: Banking & Cash Back,"Finance, Productivity",17+,14.0,2025-09-22,7.135.0,0.0,4.7698,266133,210315.0
TradingView: Track All Markets,"Finance, News",17+,16.0,2025-09-20,2.116.1,0.0,4.85354,323787,175048.0
Discover Mobile,Finance,4+,15.0,2025-09-23,2518.0,0.0,4.85878,4386609,227484.0
"Affirm: Buy now, pay over time","Shopping, Finance",4+,16.0,2025-09-25,3.311.0,0.0,4.86498,1639829,193371.0
Amex,"Finance, Business",4+,17.2,2025-09-23,7.22.2,0.0,4.8822,4049943,382200.0
Barron’s - Investing Insights,"News, Magazines & Newspapers",4+,14.0,2025-09-23,5.20.0,0.0,4.61751,12680,164199.0
Vola: Get Cash & Build Credit,"Finance, Education",4+,15.0,2025-09-23,4.3.05,0.0,4.55278,26461,131870.0
Marcus by Goldman Sachs®,"Finance, Utilities",4+,16.0,2025-09-19,2.14.0,0.0,4.8487,201733,183977.0
Beem: Better than Cash Advance,"Finance, Lifestyle",4+,12.4,2025-09-09,4.3.321,0.0,4.14846,23675,72714.0
Experian®,"Finance, Productivity",4+,17.0,2025-09-23,4.2.1,0.0,4.84449,2513304,203012.0
EveryDollar: Budget Management,"Finance, Productivity",4+,15.0,2025-09-24,2025.9.220,0.0,4.73317,77781,217078.0
Schwab Mobile,Finance,4+,17.0,2025-09-26,15.9.0,0.0,4.7752,1074530,233332.0
"Vanguard: Save, Invest, Retire",Finance,4+,16.0,2025-09-17,13.13.0,0.0,4.65233,176243,731872.0
"Coinbase: Buy BTC, ETH, SOL","Finance, Business",4+,15.1,2025-09-22,13.34.21,0.0,4.67893,1771002,270000.0
Cleo AI: Smart Money Manager,"Finance, Productivity",9+,15.6,2025-09-24,3.9.0,0.0,4.61273,165846,149336.0
Investing.com: Stock Market,"Finance, Business",4+,17.0,2025-09-14,6.59.3,0.0,4.74993,34222,339186.0
OnePay – Mobile Banking,Finance,4+,15.1,2025-09-25,5.26.0,0.0,4.84619,197786,143410.0
Bank of America Mobile Banking,"Finance, Business",4+,16.0,2025-09-15,25.09.04,0.0,4.81497,4894527,504338.0
Wealthfront: Save and Invest,"Finance, Business",4+,16.0,2025-09-22,2025.9.19,0.0,4.79851,17177,219281.0
M1: Invest & Bank Smarter,Finance,4+,17.0,2025-09-23,2025.9.4,0.0,4.68384,69323,491322.0
"Revolut: Send, spend and save","Finance, Travel",4+,13.0,2025-09-24,10.98,0.0,4.70105,58718,438830.0
thinkorswim: Trade. Invest.,"Finance, Business",4+,16.0,2025-09-24,223,0.0,4.73747,325621,151130.0
Panera Bread,"Food & Drink, Lifestyle",4+,16.6,2025-09-25,5.23,0.0,4.90602,1122505,155038.0
FOOD & WINE,"Food & Drink, Magazines & Newspapers",17+,13.0,2025-08-14,104.9.0,0.0,4.41543,337,78081.0
7NOW: Food & Drinks Delivery,"Food & Drink, Shopping",12+,15.0,2025-09-24,5.2509.1,0.0,4.73636,158544,142803.0
Gopuff - Food & Drink Delivery,"Food & Drink, Lifestyle",12+,13.4,2025-09-22,10.73.0,0.0,4.79215,236257,83190.0
Taco Bell Fast Food & Delivery,"Food & Drink, Lifestyle",4+,16.6,2025-09-24,8.77.1,0.0,4.67321,1133852,237473.0
Food & Drink Matters,Business,4+,12.1,2023-09-05,3.0.8,0.0,0.0,0,14858.0
Popeyes®,"Food & Drink, Lifestyle",17+,15.1,2025-09-24,7.35.0,0.0,4.79352,302006,69962.0
Shake Shack,Food & Drink,4+,15.0,2025-09-23,4.76.0,0.0,4.80288,527478,132289.0
Panda Express,Food & Drink,4+,12.0,2025-08-20,7.2.1,0.0,4.83463,468521,149070.0
HelloFresh: Meal Kit Delivery,"Food & Drink, Lifestyle",4+,16.0,2025-09-24,25.39,0.0,4.72426,218132,376425.0
Smoothie King,"Food & Drink, Lifestyle",17+,13.0,2025-07-30,5.6.1,0.0,4.846,219156,184874.0
"Careem – rides, food & more","Travel, Food & Drink",4+,16.4,2025-09-23,25.38.0,0.0,4.64309,195030,460218.0
Little Caesars Pizza,Food & Drink,4+,16.0,2025-09-22,25.18.0,0.0,4.76879,705055,73869.0
Calories and nutrition tracker,"Health & Fitness, Food & Drink",4+,13.0,2025-04-18,5.0.0,0.0,4.74393,5846,56560.0
Swiggy: Food Instamart Dineout,"Food & Drink, Shopping",4+,15.0,2025-09-24,6.7.1,0.0,4.5925,32253,212716.0
Trivia Quest™ Food & Drink - trivia questions,"Games, Food & Drink, Trivia, Family",4+,6.0,2015-08-13,1.0,0.0,4.11538,26,7213.0
Beli,"Food & Drink, Travel",12+,16.6,2025-09-27,7.9.13,0.0,4.88115,11536,150685.0
E-GetS : Food & Drink Delivery,"Food & Drink, Lifestyle",12+,11.0,2025-09-17,4.5.21,0.0,4.60411,341,284317.0
Dunkin',Food & Drink,4+,15.0,2025-08-26,11.16.1,0.0,4.81207,1205256,323370.0
foodpanda: Food & Groceries,"Food & Drink, Shopping",4+,15.0,2025-09-24,25.38.0,0.0,4.55292,246634,285618.0
The Infatuation,"Food & Drink, Travel",12+,13.4,2025-09-19,7.10.0,0.0,4.83652,13757,51706.0
Urbanspoon - Restaurant & Food Reviews,"Food & Drink, Travel",4+,8.0,2019-02-03,3.6,0.0,1.45679,243,48651.0
elmenus,"Food & Drink, Lifestyle",4+,14.0,2025-05-19,6.7.39,0.0,4.50718,12467,161716.0
Fooda - Office Lunch Services,"Food & Drink, Lifestyle",4+,16.0,2025-09-16,8.13.0,0.0,4.71812,56779,56461.0
Jamba,Food & Drink,4+,15.0,2025-08-21,4.19,0.0,4.78183,109661,78285.0
"8,500+ Drink Recipes","Food & Drink, Lifestyle",17+,11.0,2025-04-14,7.4.1,0.0,4.68569,32051,103844.0
Kezo AI Food & Drink Assistant,"Food & Drink, Social Networking",4+,15.0,2025-09-16,6.0.40 (52),0.0,5.0,9,122819.0
Too Good To Go: End Food Waste,"Food & Drink, Lifestyle",4+,15.0,2025-09-16,25.9.10,0.0,4.93143,387171,103524.0
7Krave Food & Grocery Delivery,Food & Drink,12+,13.0,2024-09-02,3.1.4,0.0,4.63865,7317,57227.0
Cocktail Flow - Drink Recipes,"Food & Drink, Lifestyle",17+,11.0,2019-12-14,3.4,0.0,4.73684,19825,134068.0
olive Magazine - Food & Drink,"Food & Drink, Magazines & Newspapers",4+,14.0,2024-01-30,8.7,0.0,4.59999,50,50406.0
Granite City Rewards,"Food & Drink, Lifestyle",4+,13.0,2023-12-12,1.4,0.0,4.84101,7183,88339.0
Zaxbys,"Food & Drink, Lifestyle",4+,15.0,2025-08-21,12.3.0,0.0,4.70043,111360,114433.0
Spain Food & Drink Guide,"Food & Drink, Travel",12+,12.0,2024-07-22,2.1,2.99,0.0,0,146993.0
Food & Drinks Find Differences,"Games, Puzzle, Food & Drink",4+,13.0,2025-03-06,7.4.2,0.0,4.74045,393,240170.0
"talabat: Food, grocery & more","Food & Drink, Lifestyle",4+,13.0,2025-09-25,12.99.0,0.0,4.58664,254796,215131.0
Freddy’s,Food & Drink,4+,13.0,2025-05-29,25.5.29,0.0,4.8388,91884,55034.0
Chilis,"Food & Drink, Lifestyle",4+,15.6,2025-09-03,8.2.3,0.0,4.83631,680772,44005.0
Applebee’s,Food & Drink,4+,15.4,2025-09-24,4.32.0,0.0,4.86936,199404,46967.0
Zomato: Food Delivery & Dining,"Food & Drink, Lifestyle",4+,16.0,2025-09-19,18.47.8,0.0,4.67795,121644,200762.0
LCBO Food & Drink Magazine,"Magazines & Newspapers, Food & Drink",4+,11.2,2025-03-04,7.2.10,0.0,4.84145,82,25243.0
Beyond Menu Food Delivery,"Food & Drink, Lifestyle",4+,14.0,2025-09-17,3.20,0.0,4.80503,122421,117796.0
Firehouse Subs,"Food & Drink, Lifestyle",4+,15.1,2025-09-24,11.17.0,0.0,4.90921,133645,51572.0
"getir: groceries, food&beyond","Shopping, Food & Drink",4+,15.0,2025-09-22,25.20.0,0.0,4.85935,29144,348869.0
Starship - Food Delivery,"Food & Drink, Shopping",17+,14.0,2025-09-01,2.39.8,0.0,4.85851,15655,150166.0
HungryPanda熊猫外卖,"Food & Drink, Lifestyle",17+,15.1,2025-09-21,8.68.0,0.0,4.68982,16516,283826.0
foodora: Food & Groceries,"Food & Drink, Lifestyle",4+,15.0,2025-09-25,25.38.0,0.0,4.49876,806,244694.0
Talabatey طلباتي,"Food & Drink, Shopping",4+,15.0,2025-09-08,12.0,0.0,4.40028,31046,146429.0
Tasty Food & Drink,Food & Drink,12+,12.0,2024-09-18,11.42.1,0.0,0.0,0,86792.0
Sworkit Fitness & Wellness App,"Health & Fitness, Travel",4+,16.6,2025-09-23,11.4.0,0.0,4.70735,29858,167457.0
Virtuagym: Fitness & Workouts,"Health & Fitness, Lifestyle",12+,13.0,2025-09-02,11.6.3,0.0,4.78761,7731,184031.0
24GO by 24 Hour Fitness,Health & Fitness,4+,16.0,2025-09-21,1.79.0,0.0,4.50267,11980,189996.0
Zing AI: Home & Gym Workouts,"Health & Fitness, Lifestyle",4+,17.0,2025-08-25,1.113.1,0.0,4.77167,29597,310431.0
Fitbit: Health & Fitness,"Health & Fitness, Lifestyle",4+,16.4,2025-09-15,4.52,0.0,4.50802,588439,294476.0
Life Time Digital,Health & Fitness,12+,17.0,2025-09-22,2025.9.19,0.0,4.77686,177276,217233.0
Mindbody: Fitness & Wellness,"Health & Fitness, Lifestyle",4+,14.0,2025-09-22,8.2.0,0.0,4.89496,247471,342583.0
Peloton: Fitness & Workouts,"Health & Fitness, Lifestyle",12+,17.0,2025-09-22,15.115.0,0.0,4.91941,791931,486545.0
Personify Health,Health & Fitness,4+,16.0,2025-09-22,3.260.0,0.0,4.82003,229621,418998.0
Playbook - Trainers & Workouts,"Health & Fitness, Lifestyle",4+,15.0,2025-09-22,1.213.2,0.0,4.92217,27561,161782.0
Bodylura: Fitness & Nutrition,Health & Fitness,4+,15.6,2025-09-11,6.3.1,0.0,4.90263,7723,86544.0
Fitplan®: Gym & Home Workouts,"Health & Fitness, Lifestyle",4+,13.0,2025-01-16,8.0.0,0.0,4.76447,11039,101372.0
DDP Yoga Fitness & Motivation,"Health & Fitness, Lifestyle",12+,13.0,2025-08-06,1.0.3595,0.0,4.92363,14103,205273.0
iFIT At-Home Workout & Fitness,"Health & Fitness, Lifestyle",4+,16.0,2025-08-28,3.3.8,0.0,4.63276,55046,87832.0
JustFit: Lazy Workout & Fit,Health & Fitness,4+,14.0,2025-09-18,2.8.6,0.0,4.78655,207870,345771.0
Organic Fit: Workout for Women,"Health & Fitness, Sports",4+,15.1,2025-09-22,4.4.4,0.0,4.50471,26724,125980.0
FitHer: Daily Fitness Workouts,Health & Fitness,4+,13.0,2025-08-22,8.24.3,0.0,4.69805,9571,153992.0
SmartGym: Gym & Home Workouts,"Health & Fitness, Lifestyle",4+,15.0,2025-09-19,7.7.3,0.0,4.69874,27694,211093.0
Planet Fitness,"Health & Fitness, Lifestyle",4+,16.0,2025-09-22,9.11.3,0.0,4.86904,514131,164937.0
Hume Health,Health & Fitness,4+,14.0,2025-09-25,9.6.2,0.0,4.14004,43851,189651.0
BODi by Beachbody Home Fitness,"Health & Fitness, Lifestyle",4+,15.0,2025-09-24,10.6.0,0.0,4.88026,292104,119406.0
8fit Workouts & Meal Planner,"Health & Fitness, Food & Drink",4+,11.0,2023-06-28,23.02.0,0.0,4.69806,82128,97362.0
Keelo - Strength HIIT Workouts,Health & Fitness,17+,12.2,2021-10-30,7.8,0.0,4.80027,5943,79346.0
Tempo: Home Workout & Fitness,"Health & Fitness, Lifestyle",4+,16.0,2025-09-16,2025.38.0,0.0,4.78362,5421,359126.0
Fitness Buddy+ Workout Trainer,"Health & Fitness, Lifestyle",4+,13.0,2024-05-20,5.428,3.99,4.82156,11707,110548.0
GrowPal: Health & Fitness,"Health & Fitness, Utilities",4+,16.0,2025-09-26,2.2.3,0.0,4.74915,2356,337156.0
RH: Weight Loss and Fitness,"Health & Fitness, Food & Drink",17+,14.0,2025-09-25,2.56.0,0.0,4.34883,7852,98839.0
Workout Planner Muscle Booster,"Health & Fitness, Lifestyle",4+,16.4,2025-09-18,3.55.0,0.0,4.5579,123232,535888.0
NEOU: Fitness & Exercise App,Health & Fitness,4+,13.0,2025-01-22,3.3.92,0.0,4.54392,1844,104977.0
HARNA: Workout & Fitness,"Health & Fitness, Sports",12+,16.1,2025-09-24,3.16.1,0.0,4.52269,6765,238500.0
Lasta: Healthy Weight Loss,"Health & Fitness, Lifestyle",17+,16.0,2025-09-16,2.5.7,0.0,4.58887,27553,208591.0
Freeletics: Workouts & Fitness,"Health & Fitness, Lifestyle",4+,16.0,2025-09-23,25.37.1,0.0,4.63657,21988,175812.0
Move With Us,Health & Fitness,4+,13.0,2025-08-27,5.4.2,0.0,4.88924,7115,94834.0
Fitness Buddy Home Gym Workout,"Health & Fitness, Lifestyle",4+,13.0,2025-03-20,5.508,0.0,4.80561,22861,216456.0
Technogym - training & workout,"Health & Fitness, Sports",4+,15.0,2025-09-17,3.36.2,0.0,4.49854,1029,126531.0
Bodybuilding.com - Fitness App,"Health & Fitness, Lifestyle",4+,15.6,2025-03-03,5.1.2,0.0,4.57963,29053,100552.0
Fitbod: Gym & Fitness Planner,"Health & Fitness, Sports",4+,17.0,2025-09-22,7.17.0,0.0,4.82216,253019,221397.0
Sharecare: Health & Well-being,"Health & Fitness, Medical",12+,15.0,2025-09-25,2.62.1,0.0,4.58351,8209,200637.0
Orangetheory Fitness,"Health & Fitness, Lifestyle",4+,17.0,2025-08-29,4.9.0,0.0,4.92009,477115,161728.0
Myprotein: Fitness & Nutrition,"Shopping, Health & Fitness",4+,13.4,2025-09-22,3.39.0,0.0,4.85163,7252,126121.0
SHRED: Gym & Home Workouts,"Health & Fitness, Lifestyle",12+,17.0,2025-09-25,5.1.4,0.0,4.82131,38591,238162.0
HIIT • Workouts & Timer,"Health & Fitness, Lifestyle",4+,16.0,2025-07-29,5.5.13,0.0,4.82516,30925,143993.0
Youth: Home Workout & Fitness,"Health & Fitness, Lifestyle",4+,15.0,2025-08-15,2.23,0.0,4.54047,2483,188356.0
7 Minute Workout:Home Exercise,"Health & Fitness, Lifestyle",4+,15.0,2025-09-24,6.3.4,0.0,4.82749,120843,803923.0
In-Shape Fitness,Health & Fitness,4+,11.0,2025-09-15,6.9.1,0.0,4.74009,34647,66284.0
Home Fitness Coach: FitCoach,"Health & Fitness, Sports",4+,15.0,2025-04-18,10.3.0,0.0,4.69062,65203,160434.0
EvolveYou: Strength For Women,"Health & Fitness, Food & Drink",4+,15.1,2025-09-19,9.0.7,0.0,4.84345,19661,266324.0
Fitness Point: Home & Gym,"Health & Fitness, Sports",9+,12.0,2025-09-04,7.6.19,0.0,4.39534,1161,148310.0
Volt: Gym & Home Workout Plans,"Health & Fitness, Sports",4+,15.6,2025-09-18,18.5.0,0.0,4.71635,16665,87062.0
NoiseFit: Health & Fitness,"Health & Fitness, Lifestyle",4+,16.0,2025-09-19,4.9.6,0.0,4.55018,1405,428663.0
House & Home,"Lifestyle, Magazines & Newspapers",4+,14.0,2025-09-11,15.5,0.0,4.88889,36,24689.0
House Flip,"Games, Role Playing, Education, Simulation",4+,13.0,2025-09-23,4.5.0,0.0,4.59375,130277,273921.0
Penny & Flo: Home Renovation,"Games, Family, Puzzle, Entertainment",9+,13.0,2025-08-28,1.180.0,0.0,4.8204,44693,405290.0
Zillow Real Estate & Rentals,"Lifestyle, Reference",4+,17.0,2025-09-23,2025.37.0,0.0,4.80094,7187795,438282.0
Idle Home Makeover,"Games, Simulation, Casual",12+,12.0,2023-09-13,3.3,0.0,4.62581,47618,206184.0
Property Brothers Home Design,"Games, Puzzle, Simulation",4+,14.0,2025-07-30,3.8.6,0.0,4.68208,518460,269376.0
Home Design 3D,"Productivity, Lifestyle",4+,15.0,2025-09-17,5.4.4,0.0,4.32137,104086,729624.0
